"gRaw","tRaw","gVal","tVal","type","readTime","sensorTime","estDriftMin","estDriftMax","estTimeStamp","sensorID"
"1135","6860","8.68652","37.71939","1","1514281431","309480","0","0","1514270631","M0002C2ZU4"
"1204","38760","9.381631","39.431087","1","1514281431","309480","0","0","1514271531","M0002C2ZU4"
"1245","38652","9.794667","39.644062","1","1514281431","309480","0","0","1514272431","M0002C2ZU4"
"1236","38688","9.704","39.57307","1","1514281431","309480","0","0","1514273331","M0002C2ZU4"
"1102","38876","8.354075","39.202335","1","1514281431","309480","0","0","1514274231","M0002C2ZU4"
"823","22892","5.5434084","38.413532","1","1514281431","309480","0","0","1514275131","M0002C2ZU4"
"665","39248","3.9517043","38.46875","1","1514281431","309480","0","0","1514276031","M0002C2ZU4"
"695","54952","4.2539268","39.80971","1","1514281431","309480","0","0","1514276931","M0002C2ZU4"
"697","38708","4.2740746","39.53363","1","1514281431","309480","0","0","1514277831","M0002C2ZU4"
"720","38660","4.5057783","39.628284","1","1514281431","309480","0","0","1514278731","M0002C2ZU4"
"709","54936","4.3949633","39.841263","1","1514281431","309480","0","0","1514279631","M0002C2ZU4"
"1942","22732","16.816296","38.729053","0","1514281431","309480","0","0","1514280531","M0002C2ZU4"
"1942","39112","16.816296","38.736942","0","1514281431","309480","0","0","1514280591","M0002C2ZU4"
"1947","39148","16.866667","38.66595","0","1514281431","309480","0","0","1514280651","M0002C2ZU4"
"1946","39140","16.856592","38.681725","0","1514281431","309480","0","0","1514280711","M0002C2ZU4"
"1963","39080","17.027851","38.800045","0","1514281431","309480","0","0","1514280771","M0002C2ZU4"
"1975","22804","17.14874","38.58707","0","1514281431","309480","0","0","1514280831","M0002C2ZU4"
"1993","22924","17.330072","38.35043","0","1514281431","309480","0","0","1514280891","M0002C2ZU4"
"2014","22948","17.54163","38.3031","0","1514281431","309480","0","0","1514280951","M0002C2ZU4"
"2025","22940","17.652445","38.31888","0","1514281431","309480","0","0","1514281011","M0002C2ZU4"
"2031","39276","17.712889","38.413532","0","1514281431","309480","0","0","1514281071","M0002C2ZU4"
"2039","39116","17.793482","38.729053","0","1514281431","309480","0","0","1514281131","M0002C2ZU4"
"2060","39064","18.00504","38.831596","0","1514281431","309480","0","0","1514281191","M0002C2ZU4"
"2058","39056","17.984888","38.847374","0","1514281431","309480","0","0","1514281251","M0002C2ZU4"
"2030","39020","17.702816","38.918365","0","1514281431","309480","0","0","1514281311","M0002C2ZU4"
"2033","39020","17.733038","38.918365","0","1514281431","309480","0","0","1514281371","M0002C2ZU4"
"2036","39028","17.76326","38.902588","0","1514281431","309480","0","0","1514281431","M0002C2ZU4"
"0","23564","-2.7475557","37.08835","0","1514275397","303480","0","0","1514274497","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514274557","M0002C2ZU4"
"2068","23580","18.085629","37.056797","0","1514275397","303480","0","0","1514274617","M0002C2ZU4"
"2058","23584","17.984888","37.04891","0","1514275397","303480","0","0","1514274677","M0002C2ZU4"
"0","23564","-2.7475557","37.08835","0","1514275397","303480","0","0","1514274737","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514274797","M0002C2ZU4"
"2012","23552","17.521482","37.112015","0","1514275397","303480","0","0","1514274857","M0002C2ZU4"
"0","23552","-2.7475557","37.112015","0","1514275397","303480","0","0","1514274917","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514274977","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275037","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275097","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275157","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275217","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275277","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275337","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514275397","303480","0","0","1514275397","M0002C2ZU4"
"1323","23180","10.580445","37.845596","1","1514054012","83640","0","0","1514024312","M0002C2ZU4"
"1439","38552","11.749038","39.841263","1","1514054012","83640","0","0","1514025212","M0002C2ZU4"
"1482","38524","12.182223","39.896477","1","1514054012","83640","0","0","1514026112","M0002C2ZU4"
"1528","38396","12.645631","40.148895","1","1514054012","83640","0","0","1514027012","M0002C2ZU4"
"1562","54740","12.98815","40.227776","1","1514054012","83640","0","0","1514027912","M0002C2ZU4"
"1603","54708","13.401186","40.29088","1","1514054012","83640","0","0","1514028812","M0002C2ZU4"
"0","0","-2.7475557","43.17","1","1514054012","83640","0","0","1514029712","M0002C2ZU4"
